transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status
JO-2504-2728-56638,C Mall,C Mall Irbid,28/01/2025 9:42,0.36,4.88,Sale,Completed
JO-2504-2171-71027,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 18:44,0.75,10.01,Sale,Completed
JO-2504-3032-34096,Y Mall,Y Mall Shmeisani,27/01/2025 18:32,0.75,10.01,Sale,Completed
JO-2504-6220-25384,Y Mall,Y Mall Dabouq,27/01/2025 17:58,0.78,10.51,Sale,Completed
JO-2504-1186-51237,C Mall,C Mall Irbid,27/01/2025 17:57,0.5,6.8,Sale,Completed
JO-2504-5464-96052,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 17:35,1.86,25.14,Sale,Completed
JO-2504-3832-46364,C Mall,C Mall Amman,27/01/2025 17:28,0.05,0.68,Sale,Completed
JO-2504-6359-49907,Y Mall,Y Mall Shmeisani,27/01/2025 17:28,0.42,5.67,Sale,Completed
JO-2504-3984-73543,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 17:24,0.56,7.63,Sale,Completed
JO-2504-4531-62802,Z Mall,Z Mall Gardens,27/01/2025 17:12,1.95,26.52,Sale,Completed
JO-2504-3994-97230,C Mall,C Mall Aqaba,27/01/2025 17:04,0.43,5.85,Sale,Completed
JO-2504-5098-99384,C Mall,C Mall Aqaba,27/01/2025 17:02,0.66,8.96,Sale,Completed
JO-2504-4957-48240,Z Mall,Z Mall Al Bayader,27/01/2025 17:01,0.66,8.96,Sale,Completed
JO-2504-3350-54651,Z Mall,Z Mall Al Bayader,27/01/2025 16:47,0.24,3.27,Sale,Completed
JO-2504-5390-10348,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 16:43,0.71,9.6,Sale,Completed
JO-2504-7636-54261,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 16:24,1.67,22.51,Sale,Completed
JO-2504-9798-94132,Z Mall,Z Mall Al Jubeiha,27/01/2025 15:47,0.24,3.27,Sale,Completed
JO-2504-4868-56652,C Mall,C Mall Aqaba,27/01/2025 15:39,0.5,6.8,Sale,Completed
JO-2504-8942-49794,C Mall,C Mall Irbid,27/01/2025 15:21,0.91,12.36,Sale,Completed
JO-2504-4149-78774,C Mall,C Mall Irbid,27/01/2025 15:17,1.31,17.74,Sale,Completed
JO-2504-5410-70911,C Mall,C Mall Irbid,27/01/2025 15:15,0.06,0.8,Sale,Completed
JO-2504-1341-84240,C Mall,C Mall Irbid,27/01/2025 15:15,0.37,4.91,Sale,Completed
JO-2504-3090-10897,Z Mall,Z Mall Al Jubeiha,27/01/2025 15:00,0.24,3.27,Sale,Completed
JO-2504-6955-63939,Y Mall,Y Mall Shmeisani,27/01/2025 14:59,0.48,6.55,Sale,Completed
JO-2504-5731-56610,Y Mall,Y Mall Dabouq,27/01/2025 14:59,0.89,12.07,Sale,Completed
JO-2504-4846-45140,Z Mall,Z Mall Al Jubeiha,27/01/2025 14:55,0.34,4.54,Sale,Completed
JO-2504-7340-14570,C Mall,C Mall Irbid,27/01/2025 14:28,2.45,32.84,Sale,Completed
JO-2504-7196-26869,Z Mall,Z Mall Al Bayader,27/01/2025 14:23,0.24,3.27,Sale,Completed
JO-2504-9736-13122,C Mall,C Mall Aqaba,27/01/2025 14:08,0.5,6.8,Sale,Completed
JO-2504-2420-22161,Z Mall,Z Mall Gardens,27/01/2025 14:07,0.95,12.82,Sale,Completed
JO-2504-4155-20371,Z Mall,Z Mall Gardens,27/01/2025 13:54,0.06,0.8,Sale,Completed
JO-2504-1636-99098,Z Mall,Z Mall Al Bayader,27/01/2025 13:40,0.77,10.43,Sale,Completed
JO-2504-4528-59877,C Mall,C Mall Irbid,27/01/2025 13:38,0.05,0.68,Sale,Completed
JO-2504-9233-48225,C Mall,C Mall Irbid,27/01/2025 13:29,1.47,19.96,Sale,Completed
JO-2504-3347-67343,Y Mall,Y Mall Dabouq,27/01/2025 13:03,1.25,17,Sale,Completed
JO-2504-4100-33125,Z Mall,Z Mall Al Bayader,27/01/2025 12:42,0.48,6.55,Sale,Completed
JO-2504-1105-95654,C Mall,C Mall Aqaba,27/01/2025 12:35,0.66,8.96,Sale,Completed
JO-2504-1699-14855,Y Mall,Y Mall Shmeisani,27/01/2025 12:34,0.47,6.35,Sale,Completed
JO-2504-8061-24039,Y Mall,Y Mall Shmeisani,27/01/2025 12:33,0.24,3.27,Sale,Completed
JO-2504-5683-22189,Z Mall,Z Mall Al Jubeiha,27/01/2025 12:26,0.68,9.19,Sale,Completed
JO-2504-6313-84348,C Mall,C Mall Amman,27/01/2025 12:14,0.66,8.96,Sale,Completed
JO-2504-1864-55309,Z Mall,Z Mall Al Bayader,27/01/2025 12:01,0.48,6.55,Sale,Completed
JO-2504-7592-21900,Y Mall,Y Mall Dabouq,27/01/2025 11:55,0.66,8.96,Sale,Completed
JO-2504-7111-22359,Z Mall,Z Mall Al Jubeiha,27/01/2025 11:55,0.77,10.33,Sale,Completed
JO-2504-8928-96799,C Mall,C Mall Amman,27/01/2025 11:37,0.36,4.88,Sale,Completed
JO-2504-6902-72072,Y Mall,Y Mall Dabouq,27/01/2025 11:30,0.54,7.26,Sale,Completed
JO-2504-4228-72764,Y Mall,Y Mall Tla'a Al-Ali,27/01/2025 11:29,0.41,5.45,Sale,Completed
JO-2504-4535-92679,C Mall,C Mall Amman,27/01/2025 11:15,1.43,19.39,Sale,Completed
JO-2504-7558-14427,Z Mall,Z Mall Al Jubeiha,27/01/2025 11:10,0.44,5.97,Sale,Completed
JO-2504-5388-75627,Z Mall,Z Mall Al Bayader,27/01/2025 11:05,0.37,4.91,Sale,Completed
JO-2504-5700-23148,C Mall,C Mall Irbid,27/01/2025 9:09,0.94,12.75,Sale,Completed
JO-2504-9207-60778,C Mall,C Mall Aqaba,26/01/2025 20:28,0.34,4.54,Sale,Completed
JO-2504-6404-53719,Y Mall,Y Mall Dabouq,26/01/2025 19:00,0.41,5.56,Sale,Completed
JO-2504-6042-76727,Y Mall,Y Mall Tla'a Al-Ali,26/01/2025 18:15,1.29,17.46,Sale,Completed
JO-2504-5622-51097,C Mall,C Mall Amman,26/01/2025 17:52,0.34,4.54,Sale,Completed
JO-2504-5016-81659,Z Mall,Z Mall Al Jubeiha,26/01/2025 17:25,0.5,6.8,Sale,Completed
JO-2504-1096-36668,Y Mall,Y Mall Shmeisani,26/01/2025 16:35,1.54,20.81,Sale,Completed
JO-2504-7407-66820,Y Mall,Y Mall Tla'a Al-Ali,26/01/2025 16:25,0.06,0.8,Sale,Completed
JO-2504-4296-49604,Z Mall,Z Mall Al Jubeiha,26/01/2025 16:24,0.38,5.09,Sale,Completed
JO-2504-8586-42081,C Mall,C Mall Amman,26/01/2025 16:15,1.4,18.83,Sale,Completed
JO-2504-8710-37462,C Mall,C Mall Aqaba,26/01/2025 16:10,0.34,4.54,Sale,Completed
JO-2504-2760-16504,Z Mall,Z Mall Gardens,26/01/2025 16:02,0.48,6.55,Sale,Completed
JO-2504-7263-64116,Z Mall,Z Mall Gardens,26/01/2025 15:50,4.78,64.55,Sale,Completed
JO-2504-1920-49837,Y Mall,Y Mall Dabouq,26/01/2025 15:40,0.66,8.96,Sale,Completed
JO-2504-1283-42458,C Mall,C Mall Irbid,26/01/2025 15:39,1.09,14.83,Sale,Completed
JO-2504-9626-40019,Z Mall,Z Mall Gardens,26/01/2025 15:25,0.77,10.43,Sale,Completed
JO-2504-2784-95180,C Mall,C Mall Amman,26/01/2025 15:16,2.06,27.81,Sale,Completed
JO-2504-8392-72838,C Mall,C Mall Amman,26/01/2025 15:10,0.66,8.96,Sale,Completed
JO-2504-6361-96115,Z Mall,Z Mall Al Jubeiha,26/01/2025 14:12,0.99,13.38,Sale,Completed
JO-2504-9042-30183,Z Mall,Z Mall Gardens,26/01/2025 14:07,0.24,3.27,Sale,Completed
JO-2504-6925-15214,C Mall,C Mall Aqaba,26/01/2025 14:06,0.24,3.27,Sale,Completed
JO-2504-8634-77758,C Mall,C Mall Irbid,26/01/2025 14:04,0.24,3.27,Sale,Completed
JO-2504-2453-47344,C Mall,C Mall Amman,26/01/2025 13:53,0.24,3.27,Sale,Completed
JO-2504-1411-61913,C Mall,C Mall Irbid,26/01/2025 13:47,0.66,8.96,Sale,Completed
JO-2504-1886-39099,C Mall,C Mall Aqaba,26/01/2025 13:45,0.48,6.52,Sale,Completed
JO-2504-9106-80132,C Mall,C Mall Amman,26/01/2025 13:40,0.24,3.27,Sale,Completed
JO-2504-2050-56265,C Mall,C Mall Amman,26/01/2025 13:32,0.66,8.96,Sale,Completed
JO-2504-6165-47781,Y Mall,Y Mall Shmeisani,26/01/2025 13:24,0.24,3.27,Sale,Completed
JO-2504-1827-94567,Z Mall,Z Mall Al Jubeiha,26/01/2025 13:22,1.32,17.91,Sale,Completed
JO-2504-8123-24637,Z Mall,Z Mall Al Bayader,26/01/2025 13:18,0.24,3.27,Sale,Completed
JO-2504-9265-52206,Y Mall,Y Mall Dabouq,26/01/2025 13:14,0.24,3.27,Sale,Completed
JO-2504-6696-60464,Y Mall,Y Mall Shmeisani,26/01/2025 13:04,0.39,5.25,Sale,Completed
JO-2504-5696-23991,C Mall,C Mall Irbid,26/01/2025 13:03,0.24,3.27,Sale,Completed
JO-2504-1712-49912,Y Mall,Y Mall Shmeisani,26/01/2025 12:58,0.24,3.27,Sale,Completed
JO-2504-9232-41517,Y Mall,Y Mall Dabouq,26/01/2025 12:54,2.18,29.53,Sale,Completed
JO-2504-2136-71612,Z Mall,Z Mall Gardens,26/01/2025 12:43,0.24,3.27,Sale,Completed
JO-2504-1913-22336,C Mall,C Mall Amman,26/01/2025 12:38,0.36,4.88,Sale,Completed
JO-2504-8155-87865,Y Mall,Y Mall Dabouq,26/01/2025 12:32,0.36,4.88,Sale,Completed
JO-2504-1214-77477,C Mall,C Mall Aqaba,26/01/2025 12:25,0.44,5.97,Sale,Completed
JO-2504-4725-39031,Y Mall,Y Mall Tla'a Al-Ali,26/01/2025 12:12,0.24,3.27,Sale,Completed
JO-2504-3785-84686,C Mall,C Mall Aqaba,26/01/2025 11:32,0.39,5.31,Sale,Completed
JO-2504-4550-63656,C Mall,C Mall Aqaba,26/01/2025 11:17,0.05,0.68,Sale,Completed
JO-2504-1141-25967,Z Mall,Z Mall Al Bayader,26/01/2025 11:01,0.87,11.74,Sale,Completed
JO-2504-9137-82960,C Mall,C Mall Irbid,26/01/2025 10:58,1.66,22.4,Sale,Completed
JO-2504-4115-69949,C Mall,C Mall Irbid,26/01/2025 10:56,0.41,5.56,Sale,Completed
JO-2504-2550-65174,C Mall,C Mall Amman,26/01/2025 8:56,0.83,11.16,Sale,Completed
JO-2504-5998-14902,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 19:41,0.65,8.79,Sale,Completed
JO-2504-7671-76478,Z Mall,Z Mall Gardens,25/01/2025 18:15,0.66,8.96,Sale,Completed
JO-2504-7894-29234,C Mall,C Mall Aqaba,25/01/2025 18:14,1.07,14.51,Sale,Completed
JO-2504-5655-67631,Z Mall,Z Mall Al Bayader,25/01/2025 17:33,0.48,6.55,Sale,Completed
JO-2504-8533-96784,Y Mall,Y Mall Shmeisani,25/01/2025 17:27,0.7,9.36,Sale,Completed
JO-2504-9261-26511,Z Mall,Z Mall Gardens,25/01/2025 17:11,0.36,4.77,Sale,Completed
JO-2504-5076-26746,Z Mall,Z Mall Gardens,25/01/2025 17:09,0.51,6.86,Sale,Completed
JO-2504-6800-92916,Y Mall,Y Mall Dabouq,25/01/2025 17:08,0.66,8.96,Sale,Completed
JO-2504-4862-24997,Y Mall,Y Mall Shmeisani,25/01/2025 17:05,0.5,6.8,Sale,Completed
JO-2504-9839-60294,C Mall,C Mall Irbid,25/01/2025 17:02,0.66,8.96,Sale,Completed
JO-2504-3768-18806,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 16:27,1.32,17.81,Sale,Completed
JO-2504-9119-43089,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 16:25,0.9,12.14,Sale,Completed
JO-2504-5657-41226,C Mall,C Mall Irbid,25/01/2025 15:40,0.24,3.27,Sale,Completed
JO-2504-4412-96440,Y Mall,Y Mall Shmeisani,25/01/2025 15:39,0.87,11.9,Sale,Completed
JO-2504-5451-79506,Y Mall,Y Mall Shmeisani,25/01/2025 15:38,1.41,19.05,Sale,Completed
JO-2504-6777-93295,C Mall,C Mall Aqaba,25/01/2025 15:01,1.32,17.91,Sale,Completed
JO-2504-8213-79226,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 14:53,0.48,6.55,Sale,Completed
JO-2504-3577-95944,C Mall,C Mall Aqaba,25/01/2025 14:50,0.48,6.55,Sale,Completed
JO-2504-6365-58209,Y Mall,Y Mall Dabouq,25/01/2025 14:46,0.97,13.11,Sale,Completed
JO-2504-8548-59306,C Mall,C Mall Irbid,25/01/2025 14:38,0.66,8.96,Sale,Completed
JO-2504-2409-28191,C Mall,C Mall Irbid,25/01/2025 14:37,0.24,3.27,Sale,Completed
JO-2504-3735-31381,Y Mall,Y Mall Dabouq,25/01/2025 14:30,0.24,3.27,Sale,Completed
JO-2504-3817-41513,Z Mall,Z Mall Gardens,25/01/2025 14:25,0.36,4.77,Sale,Completed
JO-2504-8867-76987,Y Mall,Y Mall Dabouq,25/01/2025 14:22,0.48,6.55,Sale,Completed
JO-2504-9820-22262,C Mall,C Mall Aqaba,25/01/2025 14:20,0.34,4.51,Sale,Completed
JO-2504-8030-63434,C Mall,C Mall Amman,25/01/2025 14:17,0.67,9.06,Sale,Completed
JO-2504-5681-12110,C Mall,C Mall Amman,25/01/2025 14:10,0.66,8.96,Sale,Completed
JO-2504-7305-87000,Y Mall,Y Mall Dabouq,25/01/2025 14:07,0.36,4.77,Sale,Completed
JO-2504-1751-23667,Z Mall,Z Mall Al Jubeiha,25/01/2025 13:33,1.02,13.83,Sale,Completed
JO-2504-2662-90221,C Mall,C Mall Aqaba,25/01/2025 13:20,0.41,5.56,Sale,Completed
JO-2504-8038-41551,Z Mall,Z Mall Gardens,25/01/2025 13:16,0.71,9.64,Sale,Completed
JO-2504-2257-22032,C Mall,C Mall Irbid,25/01/2025 13:04,0.41,5.56,Sale,Completed
JO-2504-7342-73302,Z Mall,Z Mall Gardens,25/01/2025 13:00,0.66,8.96,Sale,Completed
JO-2504-3882-31901,Y Mall,Y Mall Dabouq,25/01/2025 12:50,0.34,4.54,Sale,Completed
JO-2504-5527-56386,Z Mall,Z Mall Gardens,25/01/2025 12:46,0.24,3.27,Sale,Completed
JO-2504-6923-89510,C Mall,C Mall Aqaba,25/01/2025 12:45,0.36,4.88,Sale,Completed
JO-2504-9198-71501,C Mall,C Mall Amman,25/01/2025 12:31,0.82,11.11,Sale,Completed
JO-2504-6189-88132,Y Mall,Y Mall Shmeisani,25/01/2025 12:14,0.66,8.96,Sale,Completed
JO-2504-8979-56085,Z Mall,Z Mall Al Jubeiha,25/01/2025 12:13,0.25,3.4,Sale,Completed
JO-2504-4914-47856,C Mall,C Mall Irbid,25/01/2025 12:07,0.24,3.27,Sale,Completed
JO-2504-1666-63409,C Mall,C Mall Irbid,25/01/2025 12:04,0.97,13.11,Sale,Completed
JO-2504-7447-95290,Z Mall,Z Mall Gardens,25/01/2025 12:02,0.24,3.27,Sale,Completed
JO-2504-2792-10644,Y Mall,Y Mall Shmeisani,25/01/2025 11:47,2.51,34.03,Sale,Completed
JO-2504-8765-30840,Z Mall,Z Mall Al Bayader,25/01/2025 11:46,0.66,8.96,Sale,Completed
JO-2504-1912-77391,Z Mall,Z Mall Gardens,25/01/2025 11:45,2.71,36.63,Sale,Completed
JO-2504-6767-12580,Z Mall,Z Mall Gardens,25/01/2025 11:36,0.48,6.55,Sale,Completed
JO-2504-2720-81538,Z Mall,Z Mall Al Bayader,25/01/2025 11:16,0.66,8.96,Sale,Completed
JO-2504-8511-68891,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 11:12,0.84,11.45,Sale,Completed
JO-2504-9016-13458,Z Mall,Z Mall Gardens,25/01/2025 10:46,0.11,1.48,Sale,Completed
JO-2504-2577-89034,C Mall,C Mall Irbid,25/01/2025 10:39,0.24,3.27,Sale,Completed
JO-2504-6573-86266,Z Mall,Z Mall Gardens,25/01/2025 10:32,0.42,5.67,Sale,Completed
JO-2504-5657-74209,Y Mall,Y Mall Tla'a Al-Ali,25/01/2025 10:30,1.32,17.91,Sale,Completed
JO-2504-5369-63969,Y Mall,Y Mall Shmeisani,25/01/2025 10:26,0.42,5.62,Sale,Completed
JO-2504-4704-22115,C Mall,C Mall Irbid,25/01/2025 10:02,0.66,8.96,Sale,Completed
JO-2504-9408-35994,C Mall,C Mall Aqaba,25/01/2025 9:03,0.42,5.72,Sale,Completed
JO-2504-5368-59767,Y Mall,Y Mall Shmeisani,25/01/2025 9:00,0.44,5.97,Sale,Completed
JO-2504-5710-12976,Z Mall,Z Mall Al Bayader,24/01/2025 19:07,0.34,4.54,Sale,Completed
JO-2504-4122-49662,Y Mall,Y Mall Dabouq,24/01/2025 18:57,1.32,17.91,Sale,Completed
JO-2504-6082-44875,C Mall,C Mall Amman,24/01/2025 18:33,1.32,17.91,Sale,Completed
JO-2504-6424-24938,C Mall,C Mall Aqaba,24/01/2025 18:17,0.55,7.38,Sale,Completed
JO-2504-3875-81160,Y Mall,Y Mall Dabouq,24/01/2025 18:15,0.34,4.49,Sale,Completed
JO-2504-3635-75693,Y Mall,Y Mall Tla'a Al-Ali,24/01/2025 18:09,0.66,8.96,Sale,Completed
JO-2504-5337-65574,C Mall,C Mall Irbid,24/01/2025 17:58,0.85,11.46,Sale,Completed
JO-2504-7690-78373,Y Mall,Y Mall Tla'a Al-Ali,24/01/2025 17:56,0.75,10.01,Sale,Completed
JO-2504-7975-35257,Z Mall,Z Mall Gardens,24/01/2025 17:49,0.05,0.68,Sale,Completed
JO-2504-6251-58208,Z Mall,Z Mall Al Bayader,24/01/2025 17:42,0.66,8.96,Sale,Completed
JO-2504-7684-79238,C Mall,C Mall Irbid,24/01/2025 17:01,0.76,10.23,Sale,Completed
JO-2504-1434-61973,Z Mall,Z Mall Al Jubeiha,24/01/2025 16:55,0.28,3.8,Sale,Completed
JO-2504-6972-51687,Z Mall,Z Mall Al Jubeiha,24/01/2025 16:53,0.56,7.63,Sale,Completed
JO-2504-3230-35895,C Mall,C Mall Aqaba,24/01/2025 16:43,0.36,4.88,Sale,Completed
JO-2504-7522-20031,Y Mall,Y Mall Dabouq,24/01/2025 16:31,0.16,2.16,Sale,Completed
JO-2504-6697-95219,C Mall,C Mall Amman,24/01/2025 16:22,0.49,6.72,Sale,Completed
JO-2504-3264-77402,C Mall,C Mall Irbid,24/01/2025 16:16,0.5,6.8,Sale,Completed
JO-2504-2668-44606,Y Mall,Y Mall Shmeisani,24/01/2025 16:11,1.56,21.04,Sale,Completed
JO-2504-1305-63203,Y Mall,Y Mall Dabouq,24/01/2025 16:07,0.24,3.27,Sale,Completed
JO-2504-9280-70248,Z Mall,Z Mall Al Bayader,24/01/2025 15:56,0.24,3.27,Sale,Completed
JO-2504-7188-71024,Y Mall,Y Mall Dabouq,24/01/2025 15:55,0.24,3.27,Sale,Completed
JO-2504-6488-59652,Y Mall,Y Mall Shmeisani,24/01/2025 15:43,0.42,5.67,Sale,Completed
JO-2504-5383-43440,Z Mall,Z Mall Al Jubeiha,24/01/2025 15:41,1.65,22.15,Sale,Completed
JO-2504-7347-15015,C Mall,C Mall Irbid,24/01/2025 15:40,2.84,38.33,Sale,Completed
JO-2504-9217-94352,C Mall,C Mall Amman,24/01/2025 15:28,0.24,3.27,Sale,Completed
JO-2504-5147-34236,Z Mall,Z Mall Al Bayader,24/01/2025 15:24,1.32,17.91,Sale,Completed
JO-2504-9046-73541,Y Mall,Y Mall Shmeisani,24/01/2025 15:22,0.24,3.27,Sale,Completed
JO-2504-7313-69184,C Mall,C Mall Amman,24/01/2025 15:09,0.36,4.77,Sale,Completed
JO-2504-3988-57802,C Mall,C Mall Aqaba,24/01/2025 15:07,0.24,3.27,Sale,Completed
JO-2504-5325-40484,C Mall,C Mall Irbid,24/01/2025 15:02,0.72,9.82,Sale,Completed
JO-2504-7143-99536,Z Mall,Z Mall Al Jubeiha,24/01/2025 14:50,1.81,24.39,Sale,Completed
JO-2504-1703-93444,Y Mall,Y Mall Tla'a Al-Ali,24/01/2025 14:30,0.24,3.27,Sale,Completed
JO-2504-5383-14912,Y Mall,Y Mall Dabouq,24/01/2025 14:22,0.24,3.27,Sale,Completed
JO-2504-9053-88400,Y Mall,Y Mall Dabouq,24/01/2025 14:15,0.75,10.01,Sale,Completed
JO-2504-2414-84888,Z Mall,Z Mall Al Bayader,24/01/2025 14:12,0.24,3.27,Sale,Completed
JO-2504-5085-38434,Y Mall,Y Mall Dabouq,24/01/2025 13:53,1.32,17.91,Sale,Completed
JO-2504-5969-58918,Z Mall,Z Mall Al Bayader,24/01/2025 13:36,0.24,3.27,Sale,Completed
JO-2504-6365-53407,C Mall,C Mall Aqaba,24/01/2025 13:28,0.24,3.27,Sale,Completed
JO-2504-7416-55522,Y Mall,Y Mall Tla'a Al-Ali,24/01/2025 13:28,0.12,1.61,Sale,Completed
JO-2504-4711-56976,Z Mall,Z Mall Al Jubeiha,24/01/2025 13:26,0.44,5.97,Sale,Completed
JO-2504-6145-78878,Z Mall,Z Mall Al Jubeiha,24/01/2025 13:20,2.99,40.53,Sale,Completed
JO-2504-2773-90600,Z Mall,Z Mall Gardens,24/01/2025 13:17,0.48,6.55,Sale,Completed
JO-2504-6875-44038,Z Mall,Z Mall Al Jubeiha,24/01/2025 13:06,1.34,18.14,Sale,Completed
JO-2504-9446-81581,Y Mall,Y Mall Tla'a Al-Ali,24/01/2025 13:03,0.24,3.27,Sale,Completed
JO-2504-4406-15443,Y Mall,Y Mall Shmeisani,24/01/2025 12:55,0.24,3.27,Sale,Completed
JO-2504-6444-29953,C Mall,C Mall Irbid,24/01/2025 12:52,0.84,11.39,Sale,Completed
JO-2504-9676-70522,Y Mall,Y Mall Dabouq,24/01/2025 12:35,0.24,3.27,Sale,Completed
JO-2504-1034-31819,C Mall,C Mall Aqaba,24/01/2025 12:34,0.82,11.06,Sale,Completed
JO-2504-3390-76234,Y Mall,Y Mall Dabouq,24/01/2025 12:24,0.13,1.65,Sale,Completed
JO-2504-7892-39705,C Mall,C Mall Irbid,24/01/2025 12:18,0.66,8.96,Sale,Completed
JO-2504-8375-63616,Y Mall,Y Mall Shmeisani,24/01/2025 11:49,0.7,9.47,Sale,Completed
JO-2504-7605-60524,Z Mall,Z Mall Gardens,24/01/2025 11:24,0.47,6.4,Sale,Completed
JO-2504-9118-95505,Y Mall,Y Mall Shmeisani,24/01/2025 11:02,0.06,0.8,Sale,Completed
JO-2504-8762-43191,C Mall,C Mall Irbid,24/01/2025 10:55,1.21,16.38,Sale,Completed
JO-2504-4404-11628,Z Mall,Z Mall Gardens,24/01/2025 10:46,1.41,19.05,Sale,Completed
JO-2504-2329-84766,C Mall,C Mall Amman,23/01/2025 20:31,3.41,46.06,Sale,Completed
JO-2504-9116-86484,Z Mall,Z Mall Gardens,23/01/2025 19:21,0.24,3.27,Sale,Completed
JO-2504-2795-52067,Y Mall,Y Mall Dabouq,23/01/2025 18:42,0.24,3.27,Sale,Completed
JO-2504-7778-31563,Z Mall,Z Mall Al Jubeiha,23/01/2025 18:40,0.48,6.55,Sale,Completed
JO-2504-8748-39633,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 18:37,1.59,21.44,Sale,Completed
JO-2504-6435-34553,C Mall,C Mall Amman,23/01/2025 18:34,0.66,8.96,Sale,Completed
JO-2504-2097-25120,Y Mall,Y Mall Shmeisani,23/01/2025 17:54,0.24,3.27,Sale,Completed
JO-2504-9488-34723,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 17:51,1.35,18.38,Sale,Completed
JO-2504-6284-93862,C Mall,C Mall Aqaba,23/01/2025 17:51,0.11,1.48,Sale,Completed
JO-2504-2214-15849,Z Mall,Z Mall Al Jubeiha,23/01/2025 17:51,0.45,6.09,Sale,Completed
JO-2504-2873-53877,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 17:48,0.65,8.79,Sale,Completed
JO-2504-9791-77722,Y Mall,Y Mall Dabouq,23/01/2025 17:44,0.41,5.45,Sale,Completed
JO-2504-5424-12163,C Mall,C Mall Aqaba,23/01/2025 17:43,2.23,30.01,Sale,Completed
JO-2504-5103-31084,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 17:35,0.9,12.19,Sale,Completed
JO-2504-9682-24518,C Mall,C Mall Irbid,23/01/2025 16:54,0.46,6.13,Sale,Completed
JO-2504-1974-88855,Z Mall,Z Mall Gardens,23/01/2025 16:21,0.42,5.67,Sale,Completed
JO-2504-2593-42493,Z Mall,Z Mall Gardens,23/01/2025 16:20,0.75,10.01,Sale,Completed
JO-2504-1736-56926,Y Mall,Y Mall Shmeisani,23/01/2025 16:03,0.25,3.4,Sale,Completed
JO-2504-6998-78743,C Mall,C Mall Irbid,23/01/2025 15:52,1,13.51,Sale,Completed
JO-2504-2617-39146,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 15:45,0.34,4.54,Sale,Completed
JO-2504-4973-37997,C Mall,C Mall Amman,23/01/2025 15:36,0.66,8.96,Sale,Completed
JO-2504-4317-28488,Z Mall,Z Mall Gardens,23/01/2025 15:25,1.32,17.91,Sale,Completed
JO-2504-8791-72391,Y Mall,Y Mall Shmeisani,23/01/2025 15:18,1.03,13.86,Sale,Completed
JO-2504-7435-55709,Z Mall,Z Mall Al Bayader,23/01/2025 15:11,1.23,16.56,Sale,Completed
JO-2504-9943-41884,C Mall,C Mall Aqaba,23/01/2025 14:52,0.64,8.57,Sale,Completed
JO-2504-5963-44775,Z Mall,Z Mall Gardens,23/01/2025 14:50,0.36,4.88,Sale,Completed
JO-2504-1545-32856,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 14:29,0.25,3.4,Sale,Completed
JO-2504-4698-14363,C Mall,C Mall Aqaba,23/01/2025 14:24,0.24,3.27,Sale,Completed
JO-2504-1967-97447,Z Mall,Z Mall Gardens,23/01/2025 14:23,1.45,19.62,Sale,Completed
JO-2504-4906-69166,Y Mall,Y Mall Shmeisani,23/01/2025 14:19,0.24,3.27,Sale,Completed
JO-2504-4990-99132,Z Mall,Z Mall Al Jubeiha,23/01/2025 14:18,0.35,4.75,Sale,Completed
JO-2504-8665-13975,C Mall,C Mall Amman,23/01/2025 14:13,0.24,3.27,Sale,Completed
JO-2504-1863-79431,Z Mall,Z Mall Gardens,23/01/2025 14:09,0.66,8.96,Sale,Completed
JO-2504-9609-65398,C Mall,C Mall Amman,23/01/2025 14:08,1.41,18.97,Sale,Completed
JO-2504-9491-44306,Z Mall,Z Mall Al Bayader,23/01/2025 14:07,0.24,3.27,Sale,Completed
JO-2504-7226-12617,Z Mall,Z Mall Gardens,23/01/2025 14:06,0.5,6.75,Sale,Completed
JO-2504-6277-57085,Z Mall,Z Mall Al Bayader,23/01/2025 13:47,0.36,4.77,Sale,Completed
JO-2504-5685-97418,Y Mall,Y Mall Tla'a Al-Ali,23/01/2025 13:42,0.42,5.6,Sale,Completed
JO-2504-8398-49979,Y Mall,Y Mall Shmeisani,23/01/2025 13:42,1.31,17.8,Sale,Completed
JO-2504-4986-92769,Y Mall,Y Mall Shmeisani,23/01/2025 13:22,0.39,5.22,Sale,Completed
JO-2504-4819-65592,C Mall,C Mall Irbid,23/01/2025 13:17,0.24,3.27,Sale,Completed
JO-2504-3954-66535,Y Mall,Y Mall Shmeisani,23/01/2025 12:53,0.93,12.59,Sale,Completed
